location_name,full_address,zipcode,serves,site_type,days_of_week_open,url,phone,email,appointment_info,instructions_at_site,accessibility,latitude,longitude,location_type,vaccines_available
Southwick: CVS (College Hwy),"215 College Hwy., Southwick, MA 01077",1077,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.026601,-72.785749,#blue-star,Moderna
Southwick: Walgreens (College Hwy),"592 College Hwy, Southwick, MA 01077",1077,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.061509,-72.765673,#blue-star,Moderna
Spencer: Big Y,"62 W Main Street, Spencer, MA 01562",1562,All eligible people statewide,Indoor,Daily,https://www.bigy.com/Pharmacy/covid19-vaccine-faq,508-885-9073,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.232918,-72.013895,#blue-star,"Johnson and Johnson, Moderna"
Spencer: CVS (Main St),"131 Main Street, Spencer, MA 01562",1562,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.243906,-71.99377,#blue-star,Pfizer
Springfield: Big Y,"300 Cooley Street, Springfield, MA 01128",1128,All eligible people statewide,Indoor,Daily,https://www.bigy.com/Pharmacy/covid19-vaccine-faq,413-783-0105,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.095249,-72.498365,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Springfield: CVS (Belmont Ave),"615-621 Belmont Ave., Springfield, MA 01108",1108,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.085713,-72.555407,#blue-star,Moderna
Springfield: CVS (Boston Rd),"770 Boston Rd, Springfield, MA 01119",1119,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.136887,-72.518694,#blue-star,Pfizer
Springfield: CVS (Main St),"991 Main St., Springfield, MA 01103",1103,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.099003,-72.584247,#blue-star,Pfizer
Springfield: CVS (Parker St),"1242 Parker St, Springfield, MA 01119",1119,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.115006,-72.498586,#blue-star,Moderna
Springfield: CVS (St. James Ave),"970 St. James Ave, Springfield, MA 01104",1104,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.135061,-72.568234,#blue-star,Moderna
Springfield: CVS (State St),"600 State St, Springfield, MA 01109",1109,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.109662,-72.572743,#blue-star,Pfizer
Springfield: Springfield Pharmacy,"2547 Main St, Springfield, MA 01107",1107,All eligible people statewide,Indoor,Monday-Friday,https://www.healthmartcovidvaccine.com,413-266-3462,,,,,42.113316,-72.605203,#blue-star,"Johnson and Johnson, Moderna"
Springfield: Stop & Shop (Boston Post Road),"1600 Boston Post Road, Springfield, MA 01129",1129,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,413-543-5428,,,,,42.14255,-72.490134,#blue-star,Pfizer
Springfield: Stop & Shop (Liberty Street),"1277 Liberty Street, Springfield, MA 01104",1104,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,413-732-7040,,,,,42.137767,-72.583226,#blue-star,"Johnson and Johnson, Moderna"
Springfield: Walgreens (Boston Rd),"1440 Boston Rd, Springfield, MA 01129",1129,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,413-782-6699,,,Appointment only,,42.141442,-72.495036,#blue-star,Pfizer
Springfield: Walgreens (Carew St.),"625 Carew St., Springfield, MA 01104",1104,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.122307,-72.588207,#blue-star,Pfizer
Springfield: Walgreens (Cooley Street),"381 Cooley Street, Springfield, MA 01128",1128,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.093029,-72.499319,#blue-star,"Moderna, Pfizer"
Springfield: Walgreens (Island Pond Rd.),"126 Island Pond Rd., Springfield, MA 01118",1118,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.096974,-72.550668,#blue-star,Moderna
Springfield: Walgreens (Saint James Blvd),"50 Saint James Blvd, Springfield, MA 01104",1104,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.135103,-72.569286,#blue-star,Pfizer
Springfield: Walgreens (State St),"707 State St, Springfield, MA 01109",1109,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.110272,-72.568555,#blue-star,Pfizer
Springfield: Walgreens (Sumner Ave.),"501 Sumner Ave., Springfield, MA 01108",1108,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.086134,-72.557919,#blue-star,Pfizer
Springfield: Walgreens (Wilbraham Rd),"1919 Wilbraham Rd, Springfield, MA 01129",1129,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.114849,-72.497478,#blue-star,Moderna
Springfield: Walmart (Boston Rd),"1105 Boston Rd, Springfield, MA 01119",1119,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,,,,,,42.138742,-72.508571,#blue-star,"Moderna, Pfizer"
Stoneham: CVS (107 Main St),"107 Main St, Stoneham, MA 02180",2180,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.493932,-71.100615,#blue-star,Pfizer
Stoneham: CVS (113 Main St),"113 Main St, Stoneham, MA 02180",2180,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.494302,-71.100627,#blue-star,Moderna
Stoneham: Walgreens (Main St),"225 Main St, Stoneham, MA 02180",2180,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.48668,-71.100142,#blue-star,Moderna
Stoughton: CVS (Central St),"1025 Central Street, Stoughton, MA 02072",2072,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.135359,-71.102551,#blue-star,Pfizer
Stoughton: CVS (Hawes Way),"1 Hawes Way, Stoughton, MA 02072",2072,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.153444,-71.073629,#blue-star,Moderna
Stoughton: Walgreens (Washington St),"413 Washington St, Stoughton, MA 02072",2072,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.134682,-71.101679,#blue-star,Moderna
Stow: Osco (Great Rd),"155 Great Road, Stow, MA 01775",1775,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,978-897-1736,,,,,42.433773,-71.487728,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Sturbridge: CVS (Main St),"362 Main St, Sturbridge, MA 01566",1566,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.112163,-72.088605,#blue-star,Moderna
Sturbridge: Walgreens (Main St),"178 Main St, Sturbridge, MA 01566",1566,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.096605,-72.072264,#blue-star,Johnson and Johnson
Sturbridge: Walmart (Charlton Rd.),"100 Charlton Rd, Sturbridge, MA 01566",1566,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,508-347-4993,,,,,42.124739,-72.056233,#blue-star,"Moderna, Pfizer"
Sudbury: CVS (Boston Post Rd),"501 Boston Post Rd, Sudbury, MA 01776",1776,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.359958,-71.428328,#blue-star,Moderna
Sutton: Price Chopper,"21 Galaxy Pass, Sutton, MA 01590",1590,All eligible people statewide,Indoor,Daily,https://www.pricechopper.com/covidvaccine/,508-865-2513,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.16168,-71.73366,#blue-star,Moderna
Swampscott: CVS (Paradise Road),"413 Paradise Road, Swampscott, MA 01907",1907,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.481428,-70.902835,#blue-star,Moderna
Swampscott: Stop & Shop,"450 Paradise Rd, Swampscott, MA 01907",1907,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,781-596-0224,,,,,42.481299,-70.902983,#blue-star,Pfizer
Swampscott: Walgreens (Paradise Rd),"505 Paradise Rd, Swampscott, MA 01907",1907,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.48409,-70.900346,#blue-star,Pfizer
Swansea: CVS (2340 Gar Highway),"2340 Gar Highway, Swansea, MA 02777",2777,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.768902,-71.26443,#blue-star,Moderna
Swansea: CVS (579 Gar Highway),"579 Gar Highway, Swansea, MA 02777",2777,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.747851,-71.2072,#blue-star,Moderna
Swansea: Walgreens (Wilbur Ave.),"510 Wilbur Ave., Swansea, MA 02777",2777,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.732533,-71.211299,#blue-star,Moderna
Swansea: Walmart (Cousineau Dr),"54 Cousineau Dr., Swansea, MA 02777",2777,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,508-677-3775,,,,,41.757504,-71.223052,#blue-star,Pfizer
Taunton: CVS (County St),"675 County Street, Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.884362,-71.066651,#blue-star,Pfizer
Taunton: CVS (Taunton Depot Dr),"81 Taunton Depot Dr, Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.87836,-71.066546,#blue-star,Moderna
Taunton: CVS (Washington St),"7 Washington St., Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.903055,-71.098584,#blue-star,Moderna
Taunton: CVS (Winthrop St),"284 Winthrop St, Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.88924,-71.119416,#blue-star,Moderna
Taunton: Hannaford,"255 Joseph E. Warner Blvd., Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,http://www.hannaford.com/covid19vaccine,508-824-1057,,"Please use the website scheduler before calling Hannaford. Please do not call the pharmacy if no appointments are available; instead, check back later for additional openings. Vaccine is available by appointment only to those that are designated to be vaccinated according to the state's priority groups.",All patients are required to wear a mask. Please do not arrive at the pharmacy more than five minutes before your scheduled appointment time. Bring your driver’s license and insurance card. All patients will be asked to wait in the pharmacy area for a required observation for 15-30 minutes after receiving their vaccination.,,41.886311,-71.119986,#blue-star,"Moderna, Pfizer"
Taunton: Manet Community Health Center,"1 Washington St., Taunton, MA 02780",2780,All eligible people statewide,Indoor,"Tuesday, Thursday",www.manetchc.org/covid-19-vaccine,,,,All are welcome. On-site parking is available. Appointments scheduled via our website. Walk-ins are accommodated when possible. Wear loose-fitting/short sleeved shirt.,"Accessible entrance, Wheelchair entrance, Wheelchair provided on-site, Ample, Accessible parking, and ability for drop off & pick up. In-person and Video Remote Interpreting (VRI) available.",41.902517,-71.099846,#green-star,"Johnson and Johnson, Moderna, Pfizer"
Taunton: Walgreens (Broadway),"226 Broadway, Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.920428,-71.090814,#blue-star,Moderna
Taunton: Walgreens (Dean Street),"175 Dean Street, Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.906543,-71.067532,#blue-star,Pfizer
Taunton: Walgreens (Tremont Street),"51 Tremont Street, Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.904847,-71.10496,#blue-star,Pfizer
Taunton: Walgreens (Winthrop St.),"57 Winthrop St., Taunton, MA 02780",2780,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.899024,-71.09586,#blue-star,Moderna
Teaticket: Stop & Shop (Teaticket Highway),"20 Teaticket Highway, Teaticket, MA 02536",2536,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-540-4711,,,,,41.561373,-70.598802,#blue-star,Johnson and Johnson
Teaticket: Walmart (Teaticket Hwy),"137 Teaticket Hwy, Teaticket, MA 02536",2536,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,508-540-8995,,,,,41.563942,-70.596314,#blue-star,Pfizer
Tewksbury: CVS (10 Main St),"10 Main St, Tewksbury, MA 01876",1876,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.628745,-71.274406,#blue-star,Moderna
Tewksbury: CVS (1900 Main St),"1900 Main Street, Tewksbury, MA 01876",1876,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.590038,-71.203489,#blue-star,Pfizer
Tewksbury: Walgreens (Andover Street),"935 Andover Street, Tewksbury, MA 01876",1876,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.646139,-71.27101,#blue-star,Moderna
Tewksbury: Walgreens (Main St),"2341 Main St, Tewksbury, MA 01876",1876,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.578677,-71.193479,#blue-star,Moderna
Tewksbury: Walmart (Main St),"333 Main St, Tewksbury, MA 01876",1876,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,978-851-6265,,,,,42.62385,-71.265613,#blue-star,"Moderna, Pfizer"
Topsfield: Topsfield Fairgrounds,"207 Boston St, Topsfield, MA 01983",1983,All eligible people statewide,Indoor,Thursday,https://home.color.com/vaccine/register/capeann,,,,Enter at main gate. Follow Signs to Bee Building or Coolidge Hall.,"Accessible clinic including parking, drop off, pick up. In-car vaccination is available for those with mobility issues or are medically fragile.",42.628425,-70.946102,#green-star,Pfizer
Townsend: McNabb Pharmacy,"233 Main Street, Townsend, MA 01469",1469,All eligible people statewide,Indoor,Monday-Friday,http://www.healthmartcovidvaccine.com/,978-597-2392,,,,,42.665905,-71.703924,#blue-star,Moderna
Townsend: Walgreens (Main St),"18 Main St, Townsend, MA 01469",1469,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.650127,-71.660499,#blue-star,Moderna
Turners Falls: Walgreens (Avenue A),"240 Avenue A, Turners Falls, MA 01376",1376,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.604845,-72.560303,#blue-star,Moderna
Uxbridge: CVS (N. Main St),"323 N. Main St., Uxbridge, MA 01569",1569,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.090507,-71.642824,#blue-star,Pfizer
Uxbridge: Hannaford,"158 N. Main St., Uxbridge, MA 01569",1569,All eligible people statewide,Indoor,Daily,http://www.hannaford.com/covid19vaccine,508-278-2341,,"Please use the website scheduler before calling Hannaford. Please do not call the pharmacy if no appointments are available; instead, check back later for additional openings. Vaccine is available by appointment only to those that are designated to be vaccinated according to the state's priority groups.",All patients are required to wear a mask. Please do not arrive at the pharmacy more than five minutes before your scheduled appointment time. Bring your driver’s license and insurance card. All patients will be asked to wait in the pharmacy area for a required observation for 15-30 minutes after receiving their vaccination.,,42.082483,-71.638128,#blue-star,"Moderna, Pfizer"
Wakefield: CVS (Main Street),"451 Main Street, Wakefield, MA 01880",1880,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.501903,-71.069488,#blue-star,Pfizer
Wakefield: The Medicine Store,"409 Lowell Street, Wakefield, MA 01880",1880,All eligible people statewide,Indoor,Monday-Saturday,,781-246-3527,,,,,42.517282,-71.063196,#blue-star,Pfizer
Wakefield: Walgreens (Main St),"572 Main St, Wakefield, MA 01880",1880,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.498895,-71.069225,#blue-star,Pfizer
Walpole: Big Y,"999 Providence Highway, Walpole, MA 02081",2081,All eligible people statewide,Indoor,Daily,https://www.bigy.com/Pharmacy/covid19-vaccine-faq,508-660-9713,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.138946,-71.219629,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Walpole: CVS (Main Street),"929 Main Street, Walpole, MA 02081",2081,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.147709,-71.251668,#blue-star,Moderna
Walpole: Walmart (Providence Hwy),"550 Providence Hwy, Walpole, MA 02081",2081,All eligible people statewide,Indoor,Monday-Sunday,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,508-668-4144,,,,,42.155725,-71.20405,#blue-star,Moderna
Walpole: Walpole Pharmacy,"699 Main Street, Walpole, MA 02081",2081,All eligible people statewide,Indoor,Daily,,508-645-8866,,,,,42.154593,-71.246004,#blue-star,Moderna
Waltham: Costco (Second Ave.),"71 Second Avenue, Waltham, MA 02451",2451,All eligible people statewide,Indoor,Vary--check link,https://www.costco.com/covid-vaccine.html,781-622-3894,,,Please use the online scheduling system to book an appointment. Please do not contact the local Costco pharmacy as they are unable to schedule an appointment or provide current eligibility requirements.,,42.394628,-71.264552,#blue-star,Moderna
Waltham: CVS (Harvard St),"12 Harvard St., Waltham, MA 02453",2453,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.376046,-71.243815,#blue-star,Pfizer
Waltham: CVS (Lexington St),"800 Lexington St, Waltham, MA 02452",2452,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.402602,-71.234072,#blue-star,Moderna
Waltham: CVS (Linden St),"51 Linden St, Waltham, MA 02452",2452,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.37893,-71.223237,#blue-star,Moderna
Waltham: Hannaford,"55 Russell St., Waltham, MA 02453",2453,All eligible people statewide,Indoor,Daily,http://www.hannaford.com/covid19vaccine,781-642-7416,,"Please use the website scheduler before calling Hannaford. Please do not call the pharmacy if no appointments are available; instead, check back later for additional openings. Vaccine is available by appointment only to those that are designated to be vaccinated according to the state's priority groups.",All patients are required to wear a mask. Please do not arrive at the pharmacy more than five minutes before your scheduled appointment time. Bring your driver’s license and insurance card. All patients will be asked to wait in the pharmacy area for a required observation for 15-30 minutes after receiving their vaccination.,,42.375389,-71.24475,#blue-star,"Moderna, Pfizer"
Waltham: PhysicianOne Urgent Care,"1019 Trapelo Rd Waltham, MA 02452",2452,All eligible people statewide,Indoor,"Monday, Wednesday, Saturday",https://physicianoneurgentcare.com/coronavirus2019/covid-19-vaccine/,855-349-2828,,Please go to our website or call to schedule an appointment for a vaccine. Most up to date schedule will be provided on our website.,,"Accessible entrance, wheelchair accessible, accessible parking, phone language line, easy access location",42.410907,-71.23344,#green-star,Johnson and Johnson
Waltham: Star Market Osco Pharmacy,"1070 Lexington St, Waltham, MA 02452",2452,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,781-899-3332,,,,,42.411527,-71.233591,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Waltham: Walgreens (Main St.),"15 Main St., Waltham, MA 02453",2453,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.374032,-71.209294,#blue-star,Pfizer
Waltham: Walgreens (Weston St),"20 Weston St, Waltham, MA 02453",2453,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.375669,-71.250692,#blue-star,Pfizer
Ware: CVS (West St),"104 West St, Ware, MA 01082",1082,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.257328,-72.248623,#blue-star,Pfizer
Ware: Walgreens (West St),"171 West St, Ware, MA 01082",1082,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.254327,-72.254314,#blue-star,Moderna
Ware: Walmart (Palmer Rd.),"352 Palmer Rd, Ware, MA 01082",1082,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,413-967-0040,,,,,42.239507,-72.280778,#blue-star,"Moderna, Pfizer"
Wareham: CVS (Cranberry Hwy),"2421 Cranberry Hwy Ste 110, Wareham, MA 02571",2571,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.778764,-70.74247,#blue-star,Moderna
Wareham: CVS (Main St),"419 Main St, Wareham, MA 02571",2571,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,41.76238,-70.721159,#blue-star,Pfizer
Wareham: Walgreens (Marion Rd.),"121 Marion Rd., Wareham, MA 02571",2571,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.758779,-70.727663,#blue-star,Moderna
Wareham: Walmart (Tobey Rd),"15 Tobey Rd, Wareham, MA 02571",2571,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,508-295-8890,,,,,41.778004,-70.745917,#blue-star,Pfizer
Watertown: CVS (Arsenal St),"550 Arsenal St, Watertown, MA 02472",2472,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.362827,-71.157132,#blue-star,Moderna
Watertown: CVS (Main St),"27-43 Main St, Watertown, MA 02472",2472,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.365865,-71.185309,#blue-star,Pfizer
Watertown: CVS (Mount Auburn St),"655 Mount Auburn Street, Watertown, MA 02472",2472,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.371912,-71.15705,#blue-star,Pfizer
Watertown: CVS (Watertown St),"189 Watertown Street, Watertown, MA 02472",2472,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.361983,-71.193991,#blue-star,Moderna
Wayland: CVS (Boston Post Rd),"325 Boston Post Rd, Wayland, MA 01778",1778,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.363157,-71.366275,#blue-star,Pfizer
Wayland: CVS (Main St),"150 Main St., Wayland, MA 01778",1778,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.321942,-71.364465,#blue-star,Pfizer
Wayland: Walgreens (Main St),"35 Main St, Wayland, MA 01778",1778,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.316809,-71.363515,#blue-star,Pfizer
Webster: CVS (E. Main St),"112 E. Main St., Webster, MA 01570",1570,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.058821,-71.866543,#blue-star,Pfizer
Webster: Price Chopper,"East Village Square, 2 Worcester Rd, Webster, MA 01570",1570,All eligible people statewide,Indoor,Daily,https://www.pricechopper.com/covidvaccine/,508-949-8804,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.06287,-71.86736,#blue-star,Moderna
Webster: Rite Aid,"80 East Main Street, Webster, MA 01570",1570,All eligible people statewide,Indoor,Daily,https://www.riteaid.com/pharmacy/covid-qualifier,508-943-5146,,,,,42.057643,-71.869367,#blue-star,Moderna
Webster: Walgreens (E Main St),"100 E Main St, Webster, MA 01570",1570,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.05839,-71.867517,#blue-star,Pfizer
Webster: Webster Medical Center,"72 Cudworth Road, Webster, MA 01570",1570,All eligible people statewide,Indoor,See scheduling link.,https://vaccine.mednetmedical.com/ima/,,,,Please enter the building parking lot from the Town Forest Road entrance; there is no parking lot entry from Cudworth Road. Vaccinations will be delivered on the ground level facing Cudworth Road. Individuals requesting vaccine information should contact DPH. Please do not call our phone line or enter the building to get information; our staff is unable to answer these questions. If you need help signing up for a vaccination appointment please call 2-1-1.,,42.078047,-71.863236,#green-star,Moderna
